代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
2816,旺旺保,12/30,28.85,-0.45,-1.54,2025,年,1.5,0,1.5,26.4,5.68,,0,5.68,'25/06/17,,'25/07/14
2832,台產,12/30,50.3,-0.1,-0.2,2025,年,2,0,2,33.85,5.91,,0,5.91,'25/06/16,,'25/07/11
2850,新產,12/30,116.5,-1,-0.85,2025,年,7.15,0,7.15,103,6.94,,0,6.94,'25/06/27,,'25/07/22
2851,中再保,12/30,26.25,-0.35,-1.32,2025,年,1.9,0,1.9,25.3,7.51,,0,7.51,'25/06/27,,'25/07/18
2852,第一保,12/30,27.7,-0.15,-0.54,2025,年,2.1,0,2.1,28.3,7.42,,0,7.42,'25/07/15,,'25/08/08
2867,三商壽,12/30,8.03,+0.05,+0.63,2025,年,0,0,0,,0,,0,0,,,
5878,台名,12/30,41.15,0,0,2025,年,2.3,0,2.3,44.75,5.14,,0,5.14,'25/06/05,,'25/06/24
