代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
4148,全宇生技-KY,12/30,38.25,+0.25,+0.66,2026,半年,0,0,0,,0,,0,0,,,
4153,鈺緯,12/30,34.8,+0.05,+0.14,2025,年,2,0,2,43.5,4.6,,0,4.6,'25/06/13,,'25/07/15
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
4155,訊映,12/30,14.55,-0.15,-1.02,2025,年,0.3,0,0.3,16.85,1.78,,0,1.78,'25/07/04,,'25/07/30
4157,太景*-KY,12/30,12.95,+0.1,+0.78,2025,年,0,0,0,,0,,0,0,,,
4160,訊聯基因,12/30,50.5,-0.7,-1.37,2025,年,1.847,0,1.847,56.5,3.27,,0,3.27,'25/10/03,,'25/10/31
4161,聿新科,12/30,25.2,+0.05,+0.2,2025,年,0.3,1.3,1.6,31.35,0.96,31.35,4.15,5.11,'25/08/20,'25/08/20,'25/09/24
4162,智擎,12/30,70.1,-2.3,-3.18,2025,年,6,0,6,78,7.69,,0,7.69,'25/08/13,,'25/08/29
4163,鐿鈦,12/30,91.9,+0.4,+0.44,2025,年,3.5,0,3.5,107,3.27,,0,3.27,'25/03/25,,'25/04/18
4164,承業醫,12/30,38.3,-0.15,-0.39,2025,年,1.357,0,1.357,47.3,2.87,,0,2.87,'25/06/26,,'25/07/18
4166,友霖,12/30,24.85,-0.15,-0.6,2025,年,0,0,0,,0,,0,0,,,
4167,松瑞藥,12/30,18.05,+0.5,+2.85,2025,年,0.409,0,0.409,19,2.15,,0,2.15,'25/07/14,,'25/08/05
4168,醣聯,12/30,25.9,+0.3,+1.17,2025,年,0,0,0,,0,,0,0,,,
4173,久裕,12/30,21.05,-0.05,-0.24,2025,年,1.188,0,1.188,23.1,5.14,,0,5.14,'25/04/17,,'25/05/16
4174,浩鼎,12/30,27.6,-0.8,-2.82,2025,年,0,0,0,,0,,0,0,,,
4175,杏一,12/30,59,-0.5,-0.84,2025,年,1.6,0,1.6,63.5,2.52,,0,2.52,'25/06/25,,'25/07/18
4183,福永生技,12/30,16.7,+0.1,+0.6,2025,年,0.67,0,0.67,19.6,3.42,,0,3.42,'25/08/28,,'25/09/26
4188,安克,12/30,14.95,+0.25,+1.7,2025,年,0,0,0,,0,,0,0,,,
4190,佐登-KY,12/30,29.85,-0.15,-0.5,2025,年,0.5,0,0.5,35.8,1.4,,0,1.4,'25/07/17,,'25/08/13
4192,杏國,12/30,24.6,-0.4,-1.6,2025,年,0,0,0,,0,,0,0,,,
4198,欣大健康,12/30,36.85,0,0,2025,年,0,0,0,,0,,0,0,,,
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
4726,永昕,12/30,32,+0.75,+2.4,2025,年,0,0,0,,0,,0,0,,,
4728,雙美,12/30,399.5,+1,+0.25,2025,年,11.6,0,11.6,420,2.76,,0,2.76,'25/08/04,,'25/08/28
