代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00714,群益道瓊美國地產,12/30,20.03,+0.04,+0.2,2025,季,0.492,0,0.492,20.05,2.43,,0,2.43,'25/10/20,,'25/11/14
00715L,期街口布蘭特正2,12/30,19.83,+0.29,+1.48,2024,無,0,0,0,,0,,0,0,,,
00717,富邦美國特別股,12/30,15.04,-0.01,-0.07,2025,季,0.612,0,0.612,14.84,4.08,,0,4.08,'25/10/20,,'25/11/13
00719B,元大美債1-3,12/30,31.09,-0.06,-0.19,2025,季,1.3,0,1.3,30.57,4.17,,0,4.17,'25/10/23,,'25/11/14
00720B,元大投資級公司債,12/30,33.64,-0.09,-0.27,2025,季,1.91,0,1.91,34.47,5.72,,0,5.72,'25/10/23,,'25/11/14
00722B,群益投資級電信債,12/30,36.87,-0.09,-0.24,2025,季,2.081,0,2.081,37.58,5.64,,0,5.64,'25/10/20,,'25/11/14
00723B,群益投資級科技債,12/30,31.57,-0.1,-0.32,2025,季,1.736,0,1.736,32.65,5.42,,0,5.42,'25/10/20,,'25/11/14
00724B,群益投資級金融債,12/30,34.77,-0.07,-0.2,2025,季,1.9,0,1.9,34.67,5.61,,0,5.61,'25/10/20,,'25/11/14
00725B,國泰投資級公司債,12/30,35.7,-0.09,-0.25,2025,季,2.398,0,2.398,36.34,6.72,,0,6.72,'25/10/20,,'25/11/13
00726B,國泰新興投等債,12/30,33.72,-0.01,-0.03,2025,季,2.26,0,2.26,33.51,6.86,,0,6.86,'25/10/29,,'25/11/24
00727B,國泰優選非投等債,12/30,40.1,-0.05,-0.12,2025,季,2.28,0,2.28,39.29,5.74,,0,5.74,'25/10/20,,'25/11/13
00728,第一金工業30,12/30,37.06,+0.11,+0.3,2025,季,2.233,0,2.233,35.87,6.95,,0,6.95,'25/12/18,,'26/01/13
00730,富邦臺灣優質高息,12/30,23.11,-0.05,-0.22,2025,月,1.266,0,1.266,23.24,5.53,,0,5.53,'25/12/16,,'26/01/12
00731,復華富時高息低波,12/30,69.4,+0.05,+0.07,2025,季,2.49,0,2.49,66.2,3.7,,0,3.7,'25/11/19,,'25/12/15
00733,富邦臺灣中小,12/30,45.85,-0.03,-0.07,2025,半年,1.136,0,1.136,48.3,2.4,,0,2.4,'25/10/20,,'25/11/13
00734B,台新JPM新興債,12/30,16.01,+0.03,+0.19,2025,季,0.64,0,0.64,15.73,4.2,,0,4.2,'25/10/17,,'25/11/07
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00735,國泰臺韓科技,12/30,52.8,+0.2,+0.38,2025,半年,0.42,0,0.42,35.01,1.23,,0,1.23,'25/07/16,,'25/08/11
00736,國泰新興市場,12/30,28.03,-0.06,-0.21,2025,半年,0.47,0,0.47,23.7,2.02,,0,2.02,'25/07/16,,'25/08/11
00737,國泰AI機器人,12/30,35.88,-0.11,-0.31,2024,無,0,0,0,,0,,0,0,,,
00738U,期元大道瓊白銀,12/30,60.95,-4.55,-6.95,2024,無,0,0,0,,0,,0,0,,,
00739,元大MSCI A股,12/30,26.48,-0.04,-0.15,2025,年,0.9,0,0.9,26.22,3.43,,0,3.43,'25/10/23,,'25/11/14
00740B,富邦全球投等債,12/30,39.19,-0.07,-0.18,2025,月,2.1,0,2.1,38.99,5.46,,0,5.46,'25/12/16,,'26/01/12
00741B,富邦全球非投等債,12/30,37.66,+0.07,+0.19,2025,月,2.496,0,2.496,37.54,6.66,,0,6.66,'25/12/16,,'26/01/12
00746B,富邦A級公司債,12/30,36.32,-0.04,-0.11,2025,季,1.7,0,1.7,36.4,4.8,,0,4.8,'25/10/20,,'25/11/13
00749B,凱基新興債10+,12/30,32.35,+0.01,+0.03,2025,季,1.685,0,1.685,32,5.5,,0,5.5,'25/10/20,,'25/11/13
00750B,凱基科技債10+,12/30,33.91,0,0,2025,季,1.61,0,1.61,34.64,4.77,,0,4.77,'25/10/20,,'25/11/13
00751B,元大AAA至A公司債,12/30,32.13,-0.08,-0.25,2025,季,1.68,0,1.68,32.6,5.17,,0,5.17,'25/12/19,,'26/01/12
00752,中信中國50,12/30,26.09,-0.03,-0.11,2024,無,0,0,0,,0,,0,0,,,
00753L,中信中國50正2,12/30,12.33,0,0,2024,無,0,0,0,,0,,0,0,,,
00754B,群益AAA-AA公司債,12/30,34.35,-0.05,-0.15,2025,季,1.727,0,1.727,34.38,5.05,,0,5.05,'25/11/18,,'25/12/12
00755B,群益投資級公用債,12/30,33.27,-0.08,-0.24,2025,季,1.805,0,1.805,33.11,5.53,,0,5.53,'25/11/18,,'25/12/12
00756B,群益投等新興公債,12/30,32.08,0,0,2025,季,1.941,0,1.941,32.43,6.22,,0,6.22,'25/11/18,,'25/12/12
00757,統一FANG+,12/30,118.3,-1,-0.84,2024,無,0,0,0,,0,,0,0,,,
00758B,復華能源債,12/30,51.6,-0.05,-0.1,2025,季,2.38,0,2.38,51.45,4.74,,0,4.74,'25/11/19,,'25/12/15
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
00759B,復華製藥債,12/30,55.5,0,0,2025,季,2.48,0,2.48,55.4,4.59,,0,4.59,'25/11/19,,'25/12/15
00760B,復華新興企業債,12/30,55.3,-0.1,-0.18,2025,季,2.84,0,2.84,55.7,5.29,,0,5.29,'25/11/19,,'25/12/15
00761B,國泰A級公司債,12/30,35.1,-0.1,-0.28,2025,季,1.828,0,1.828,34.95,5.3,,0,5.3,'25/11/18,,'25/12/12
00762,元大全球AI,12/30,83.05,-0.55,-0.66,2024,無,0,0,0,,0,,0,0,,,
00763U,期街口道瓊銅,12/30,31.4,-1.82,-5.48,2024,無,0,0,0,,0,,0,0,,,
00764B,群益25年美債,12/30,28.27,-0.01,-0.04,2025,季,1.319,0,1.319,28.34,4.64,,0,4.64,'25/12/16,,'26/01/13
00768B,復華20年美債,12/30,51.7,-0.05,-0.1,2025,季,2.48,0,2.48,53.25,4.79,,0,4.79,'25/11/19,,'25/12/15
00770,國泰北美科技,12/30,58.15,-0.3,-0.51,2025,年,4,0,4,52.1,7.68,,0,7.68,'25/01/17,,'25/02/18
00771,元大US高息特別股,12/30,16.05,-0.02,-0.12,2025,季,0.86,0,0.86,16.19,5.25,,0,5.25,'25/11/21,,'25/12/12
00772B,中信高評級公司債,12/30,34.23,-0.07,-0.2,2025,月,1.616,0,1.616,34.04,4.81,,0,4.81,'25/12/16,,'26/01/13
00773B,中信優先金融債,12/30,36.75,-0.05,-0.14,2025,月,1.682,0,1.682,36.55,4.74,,0,4.74,'25/12/16,,'26/01/13
00775B,新光投等債15+,12/30,32.6,0,0,2025,季,1.51,0,1.51,32.61,4.73,,0,4.73,'25/11/20,,'25/12/17
00777B,凱基AAA至A公司債,12/30,33.27,-0.1,-0.3,2025,月,1.72,0,1.72,33.09,5.23,,0,5.23,'25/12/16,,'26/01/13
