代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6191,精成科,12/30,110,-1.5,-1.35,2025,年,3.01,0,3.01,91.9,3.28,,0,3.28,'25/07/18,,'25/08/06
6194,育富,12/30,34,-0.3,-0.87,2025,年,2.1,0,2.1,36.35,5.78,,0,5.78,'25/07/17,,'25/08/08
6197,佳必琪,12/30,138,-0.5,-0.36,2025,年,7,0,7,159,4.4,,0,4.4,'25/07/10,,'25/07/25
6203,海韻電,12/30,68.9,+1.2,+1.77,2025,年,3.5,0,3.5,69.5,5.04,,0,5.04,'25/09/09,,'25/10/03
6204,艾華,12/30,79.4,-1.6,-1.98,2025,年,0.3,0,0.3,63.7,0.47,,0,0.47,'25/06/19,,'25/07/17
6205,詮欣,12/30,58.5,+5.3,+9.96,2025,年,1.63,0,1.63,46.9,3.47,,0,3.47,'25/06/25,,'25/07/24
6207,雷科,12/30,48.05,-1.1,-2.24,2025,年,1.5,0,1.5,62.2,2.41,,0,2.41,'25/09/09,,'25/09/30
6210,慶生,12/30,20,-0.4,-1.96,2025,年,0,0,0,,0,,0,0,,,
6213,聯茂,12/30,112,-2,-1.75,2025,年,1.8,0,1.8,87.8,2.05,,0,2.05,'25/07/03,,'25/08/08
6217,中探針,12/30,52.7,+0.5,+0.96,2025,年,0,0,0,,0,,0,0,,,
6220,岳豐,12/30,26,+0.1,+0.39,2025,年,0.7,0,0.7,21.7,3.23,,0,3.23,'25/08/06,,'25/09/05
6224,聚鼎,12/30,42.5,+0.2,+0.47,2025,年,1.75,0,1.75,37.7,4.64,,0,4.64,'25/04/10,,'25/05/07
6259,百徽,12/30,18,-0.5,-2.7,2026,半年,0,0,0,,0,,0,0,,,
6266,泰詠,12/30,29.1,0,0,2025,年,1.785,0.595,2.38,34.35,5.2,34.35,1.73,6.93,'25/06/19,'25/06/19,'25/07/25
6269,台郡,12/30,59.9,-0.7,-1.16,2025,年,0,0,0,,0,,0,0,,,
6272,驊陞,12/30,46.3,-1.7,-3.54,2025,年,0.8,0,0.8,54.5,1.47,,0,1.47,'25/06/12,,'25/07/03
6274,台燿,12/30,483,-19,-3.78,2025,年,6.504,0,6.504,139.5,4.66,,0,4.66,'25/04/17,,'25/05/21
6275,元山,12/30,53,+0.4,+0.76,2025,年,2.261,0,2.261,44.4,5.09,,0,5.09,'25/08/05,,'25/09/01
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6279,胡連,12/30,125,0,0,2025,年,6,0.5,6.5,148.5,4.04,148.5,0.34,4.38,'25/09/03,'25/09/03,'25/10/09
6282,康舒,12/30,42.8,+1.9,+4.65,2025,年,0.5,0,0.5,29.5,1.7,,0,1.7,'25/08/18,,'25/09/12
6284,佳邦,12/30,81.1,+0.4,+0.5,2025,年,2.7,0,2.7,70.2,3.85,,0,3.85,'25/07/17,,'25/08/07
6290,良維,12/30,180.5,-1.5,-0.82,2025,年,4.998,0,4.998,105,4.76,,0,4.76,'25/07/24,,'25/08/20
6292,迅德,12/30,40.45,0,0,2025,年,4,0,4,52.8,7.58,,0,7.58,'25/07/01,,'25/07/25
6412,群電,12/30,92.9,+1.4,+1.53,2025,年,6,0,6,122.5,4.9,,0,4.9,'25/06/10,,'25/07/09
6418,詠昇,12/30,44.35,-0.75,-1.66,2025,年,1.1,0,1.1,18.95,5.8,,0,5.8,'25/06/13,,'25/07/04
6432,今展科,12/30,32.95,-0.2,-0.6,2025,年,1.4,0,1.4,28.15,4.97,,0,4.97,'25/08/14,,'25/09/15
6449,鈺邦,12/30,162,-0.5,-0.31,2025,年,3.482,0,3.482,106,3.28,,0,3.28,'25/06/23,,'25/07/15
6538,倉和,12/30,68.9,+0.6,+0.88,2025,年,7.003,0,7.003,108,6.48,,0,6.48,'25/06/16,,'25/07/11
6584,南俊國際,12/30,348.5,+12.5,+3.72,2025,年,1.501,0,1.501,250,0.6,,0,0.6,'25/09/10,,'25/09/30
6597,立誠,12/30,57.5,-0.9,-1.54,2025,年,2.631,0,2.631,73.4,3.58,,0,3.58,'25/06/10,,'25/06/30
6642,富致,12/30,51.8,+0.2,+0.39,2025,年,2.5,0,2.5,66.3,3.77,,0,3.77,'25/03/27,,'25/04/24
6664,群翊,12/30,298,-6.5,-2.13,2025,年,9.926,0,9.926,233,4.26,,0,4.26,'25/07/25,,'25/08/20
6672,騰輝電子-KY,12/30,91.7,-1.9,-2.03,2025,半年,3.35,0,3.35,74.7,4.48,,0,4.48,'25/06/27,,'25/07/18
6715,嘉基,12/30,103.5,-1,-0.96,2025,年,3.92,0,3.92,114.5,3.42,,0,3.42,'25/07/31,,'25/08/29
6727,亞泰金屬,12/30,173.5,-6.5,-3.61,2025,年,3,0,3,72,4.17,,0,4.17,'25/07/17,,'25/08/08
6761,穩得,12/30,139.5,+4.5,+3.33,2025,年,5.627,0,5.627,97,5.8,,0,5.8,'25/06/30,,'25/07/25
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6781,AES-KY,12/30,1365,+25,+1.87,2025,年,12.5,0,12.5,1040,1.2,,0,1.2,'25/07/10,,'25/08/07
6805,富世達,12/30,1625,+10,+0.62,2025,年,8,0,8,1050,0.76,,0,0.76,'25/08/13,,'25/09/09
6821,聯寶,12/30,36.4,+0.1,+0.28,2025,年,0.995,0,0.995,40.5,2.46,,0,2.46,'25/03/20,,'25/04/18
6834,天二科技,12/30,28.45,-0.05,-0.18,2025,年,0.5,0,0.5,32.25,1.55,,0,1.55,'25/06/13,,'25/07/11
6835,圓裕,12/30,39,+0.1,+0.26,2025,年,2,0,2,50.5,3.96,,0,3.96,'25/03/28,,'25/04/21
6862,三集瑞-KY,12/30,151,-2.5,-1.63,2025,年,6,0,6,141.5,4.24,,0,4.24,'25/07/02,,'25/07/30
6913,鴻呈,12/30,117,+0.5,+0.43,2025,年,2.011,0.503,2.513,135,1.49,135,0.37,1.86,'25/07/01,'25/07/01,'25/07/21
6924,榮惠-KY創,12/30,69.3,+1.3,+1.91,2025,年,5.5,0,5.5,73.8,7.45,,0,7.45,'25/06/26,,'25/07/25
6967,汎瑋材料,12/30,68.2,-2.3,-3.26,2025,年,2.8,0,2.8,58.6,4.78,,0,4.78,'25/03/27,,'25/04/25
7744,崴寶,12/30,294.5,-0.5,-0.17,2025,年,5,0,5,176,2.84,,0,2.84,'25/07/02,,'25/07/24
7788,松川精密,12/30,133,-2,-1.48,2025,年,2.5,0,2.5,141,1.77,,0,1.77,'25/07/24,,'25/08/21
8038,長園科,12/30,48.15,-0.35,-0.72,2025,年,0,0,0,,0,,0,0,,,
8039,台虹,12/30,86.6,-3.6,-3.99,2025,年,2.495,0,2.495,49.25,5.07,,0,5.07,'25/07/17,,'25/08/07
